taxid,name,rank
"200562","Spodiopogon sibiricus","species"
"314391","Chloris virgata","species"
"281063","Arthraxon","genus"
"1564034","Arthraxon prionodes","species"
"205567","Solanum muricatum","species"
"374031","Physalis ixocarpa","species"
"24655","Nicandra","genus"
"33118","Nicandra physalodes","species"
"33114","Capsicum baccatum","species"
"40320","Capsicum baccatum var. pendulum","genome"
"13757","Viola","genus"
"97415","Viola arvensis","species"
"16736","Piperales","order"
"16739","Piperaceae","family"
"244289","Peridroma","genus"
"325907","Perigonia","genus"
"325909","Perigonia lusca","species"
"497516","Perina","genus"
"497517","Perina nuda","species"
"6977","Periplaneta","genus"
"36977","Periplaneta fuliginosa","species"
"76375","Peristrophe","genus"
"19955","Ebenaceae","family"
"13492","Diospyros","genus"
"35925","Diospyros kaki","species"
"13493","Diospyros virginiana","species"
"6749","Diogenidae","family"
"370545","Petrochirus","genus"
"370546","Petrochirus diogenes","species"
"221784","Pfaffia","genus"
"418919","Phaeocystales","order"
"418920","Phaeocystaceae","family"
"33656","Phaeocystis","genus"
"33658","Phaeocystis globosa","species"
"679630","Phaius flavus","species"
"78828","Phalaenopsis equestris","species"
"907740","Philantomba","genus"
"907742","Philantomba monticola","species"
"7126","Samia","genus"
"63990","Samia ricini","species"
"5303","Polyporales","order"
"396331","Phanerochaetaceae","family"
"82309","Phlebiopsis","genus"
"82310","Phlebiopsis gigantea","species"
"316257","Phlomis","genus"
"103528","Phlox divaricata","species"
"9720","Phoca vitulina","species"
"9742","Phocoena phocoena","species"
"10043","Phodopus","genus"
"10044","Phodopus sungorus","species"
"54899","Diaporthe longicolla","species"
"1303515","Diaporthe vexans","species"
"1150","Oscillatoriales","order"
"1892254","Oscillatoriaceae","family"
"1198","Phormidium","genus"
"1378061","Phormidium sp. MIS-PhA","species"
"126344","Phormidium tenue","species"
"657","Photobacterium","genus"
"38293","Photobacterium damselae","species"
"85581","Photobacterium damselae subsp. damselae","genome"
"192463","Phthorimaea","genus"
"192464","Phthorimaea operculella","species"
"304155","Physalis heterophylla","species"
"21855","Physostegia","genus"
"5706","Phytomonas","genus"
"5707","Phytomonas serpens","species"
"1276585","Phytomonas serpens 9T","genome"
"58019","Pinopsida","class"
"1446380","Pinales","order"
"3318","Pinaceae","family"
"3356","Pseudotsuga","genus"
"3357","Pseudotsuga menziesii","species"
"4762","Oomycota","phylum"
"4776","Peronosporales","order"
"4777","Peronosporaceae","family"
"4783","Phytophthora","genus"
"4787","Phytophthora infestans","species"
"4792","Phytophthora parasitica","species"
"419944","Picozoa","phylum"
"1035838","Picobiliphyte sp. MS584-5","species"
"8007","Esociformes","order"
"8008","Esocidae","family"
"8009","Esox","genus"
"8010","Esox lucius","species"
"164648","Piliocolobus badius","species"
"591934","Piliocolobus rufomitratus","species"
"233283","Pimoidae","family"
"233284","Pimoa","genus"
"1313336","Pimoa altioculata","species"
"9658","Martes","genus"
"29065","Martes martes","species"
"4613","Bromeliaceae","family"
"4614","Ananas","genus"
"4615","Ananas comosus","species"
"2026107","Ananas comosus var. erectifolius","genome"
"3337","Pinus","genus"
"58042","Pinus nigra","species"
"13215","Piper","genus"
"13216","Piper nigrum","species"
"9271","Philander","genus"
"9272","Philander opossum","species"
"126288","Gracilinanus","genus"
"126289","Gracilinanus microtarsus","species"
"4011","Anacardiaceae","family"
"55512","Pistacia","genus"
"55513","Pistacia vera","species"
"154422","Hylocereus","genus"
"81835","Linyphiidae","family"
"187174","Pityohyphantes","genus"
"925982","Anopheles nimbus","species"
"6157","Platyhelminthes","phylum"
"147100","Rhabditophora","class"
"6159","Tricladida","order"
"31262","Dugesiidae","family"
"52316","Girardia","genus"
"6162","Girardia tigrina","species"
"55270","Schmidtea","genus"
"79327","Schmidtea mediterranea","species"
"1892252","Microcoleaceae","family"
"54304","Planktothrix","genus"
"1160","Planktothrix agardhii","species"
"598707","Planktothrix agardhii HAB637","genome"
"40929","Planococcus","genus"
"170843","Planococcus citri","species"
"197796","Plantago asiatica","species"
"39414","Plantago lanceolata","species"
"94285","Platycodon","genus"
"94286","Platycodon grandiflorus","species"
"106107","Plautia","genus"
"106108","Plautia stali","species"
"141751","Pleione","genus"
"194506","Pleione humilis","species"
"141753","Pleione formosana","species"
"28557","Pleospora","genus"
"1075110","Pleospora typhicola","species"
"418951","Isochrysidaceae","family"
"424538","Chrysotila","genus"
"13221","Chrysotila carterae","species"
"58823","Plodia","genus"
"58824","Plodia interpunctella","species"
"36595","Prunus cerasifera","species"
"105665","Prunus glandulosa","species"
"142475","Poecile","genus"
"48891","Poecile atricapillus","species"
"3525","Phytolaccaceae","family"
"3526","Phytolacca","genus"
"3527","Phytolacca americana","species"
"9639","Ursus","genus"
"29073","Ursus maritimus","species"
"2745561","Polaribacter sp. HaHaR_3_91","species"
"2745563","Polaribacter sp. R2A056_3_33","species"
"4274","Polygalaceae","family"
"4275","Polygala","genus"
"375124","Polygala garcinii","species"
"76024","Fallopia","genus"
"76031","Fallopia dumetorum","species"
"46406","Polyscias","genus"
"50308","Polyscias fruticosa","species"
"3688","Salicaceae","family"
"3689","Populus","genus"
"3581","Portulacaceae","family"
"3582","Portulaca","genus"
"273790","Potamochoerus","genus"
"273791","Potamochoerus porcus","species"
"4112","Solanum nigrum","species"
"45843","Solanum betaceum","species"
"50514","Solanum demissum","species"
"742160","Solanum x edinense","species"
"80418","Solanum tuberosum subsp. andigenum","genome"
"174214","Epipremnum","genus"
"78380","Epipremnum aureum","species"
"344861","Pouzolzia","genus"
"1225090","Pouzolzia zeylanica","species"
"9995","Marmota monax","species"
"34614","Ixodes spinipalpis","species"
"35565","Ixodes cookei","species"
"41393","Premna","genus"
"336939","Premna serratifolia","species"
"9529","Cercocebus","genus"
"9530","Cercocebus torquatus","species"
"44164","Primnoidae","family"
"329934","Primnoa","genus"
"328425","Primnoa pacifica","species"
"4335","Primulaceae","family"
"49647","Primula","genus"
"170922","Primula malacoides","species"
"59919","Prochlorococcus marinus subsp. pastoris str. CCMP1986","genome"
"1220","Prochlorococcus sp.","species"
"85009","Propionibacteriales","order"
"31957","Propionibacteriaceae","family"
"1743","Propionibacterium","genus"
"1744","Propionibacterium freudenreichii","species"
"1912216","Cutibacterium","genus"
"1747","Cutibacterium acnes","species"
"10058","Microtus pennsylvanicus","species"
"102862","Proteus penneri","species"
"525369","Proteus mirabilis ATCC 29906","genome"
"586","Providencia","genus"
"588","Providencia stuartii","species"
"1157951","Providencia stuartii MRSN 2154","genome"
"587","Providencia rettgeri","species"
"589","Providencia sp.","species"
"30147","Psammotettix","genus"
"1329925","Psammotettix alienus","species"
"267888","Pseudoalteromonadaceae","family"
"53246","Pseudoalteromonas","genus"
"288","Pseudoalteromonas atlantica","species"
"53249","Pseudoalteromonas sp.","species"
"267375","Pseudoalteromonas marina","species"
"1348393","Pseudoalteromonas sp. H105","species"
"1117316","Pseudoalteromonas marina DSM 17587","genome"
"28107","Pseudoalteromonas espejiana","species"
"1678126","Pseudoalteromonas sp. Bq0","species"
"728062","Pseudoalteromonas sp. YD6","species"
"161398","Pseudoalteromonas phenolica","species"
"34379","Pseudeurotiaceae","family"
"78156","Pseudogymnoascus","genus"
"655981","Pseudogymnoascus destructans","species"
"208964","Pseudomonas aeruginosa PAO1","genome"
"587753","Pseudomonas chlororaphis","species"
"663959","Pseudomonas syringae pv. avii","genome"
"29442","Pseudomonas tolaasii","species"
"306","Pseudomonas sp.","species"
"1227568","Pseudomonas aeruginosa CHA","genome"
"652611","Pseudomonas aeruginosa PA14","genome"
"1009714","Pseudomonas aeruginosa PAK","genome"
"208963","Pseudomonas aeruginosa UCBPP-PA14","genome"
"216595","Pseudomonas fluorescens SBW25","genome"
"564423","Pseudomonas tolaasii NCPPB 2192","genome"
"1279007","Pseudomonas aeruginosa PA1","genome"
"29438","Pseudomonas savastanoi","species"
"319","Pseudomonas savastanoi pv. phaseolicola","genome"
"46677","Pseudomonas agarici","species"
"1104681","Pseudomonas syringae pv. actinidiae ICMP 18800","genome"
"103796","Pseudomonas syringae pv. actinidiae","genome"
"129847","Pseudomonas grimontii","species"
"70775","Pseudomonas plecoglossicida","species"
"1569867","Pseudomonas sp. 1-1-1b","species"
"53409","Pseudomonas coronafaciens","species"
"83964","Pseudomonas coronafaciens pv. porri","genome"
"689277","Chrysodeixis includens","species"
"12929","Amazona","genus"
"152276","Amazona oratrix","species"
"232635","Psittacula alexandri","species"
"151760","Amazona farinosa","species"
"176044","Poicephalus","genus"
"523728","Poicephalus rufiventris","species"
"13239","Psittacus","genus"
"57247","Psittacus erithacus","species"
"382670","Psittacus erithacus erithacus","genome"
"497","Psychrobacter","genus"
"728061","Psychrobacter sp. OW20","species"
"936347","Psychrobacter sp. MV2","species"
"7423","Pteromalidae","family"
"32388","Pteromalus","genus"
"32389","Pteromalus puparum","species"
"94956","Pteronotus davyi","species"
"163860","Pudu","genus"
"163861","Pudu puda","species"
"62654","SAR116 cluster","clade"
"767891","Candidatus Puniceispirillum","genus"
"767892","Candidatus Puniceispirillum marinum","species"
"488538","Candidatus Puniceispirillum marinum IMCC1322","genome"
"99785","Phlebotomus longicuspis","species"
"2266","Thermoproteales","order"
"2267","Thermoproteaceae","family"
"2276","Pyrobaculum","genus"
"121277","Pyrobaculum arsenaticum","species"
"2270","Thermoproteus","genus"
"2271","Thermoproteus tenax","species"
"266022","Pyrobaculum sp. D11","species"
"183968","Thermococci","class"
"2258","Thermococcales","order"
"2259","Thermococcaceae","family"
"2260","Pyrococcus","genus"
"29292","Pyrococcus abyssi","species"
"121069","Pythiales","order"
"4782","Pythiaceae","family"
"1448052","Globisporangium","genus"
"82942","Globisporangium nunn","species"
"1489738","Globisporangium polare","species"
"58083","Rousettus amplexicaudatus","species"
"9988","Sylvilagus floridanus","species"
"34879","Nyctereutes","genus"
"34880","Nyctereutes procyonoides","species"
"119825","Mephitidae","family"
"204266","Melogale","genus"
"204267","Melogale moschata","species"
"59275","Phlebotomus perfiliewi","species"
"8565","Gekko","genus"
"2116494","Gekko similignum","species"
"1310165","Ralstonia pseudosolanacearum","species"
"329","Ralstonia pickettii","species"
"342110","Ralstonia solanacearum UW551","genome"
"83905","Boehmeria","genus"
"83906","Boehmeria nivea","species"
"190277","Lithobates grylio","species"
"8399","Rana","genus"
"51331","Rana dalmatina","species"
"52902","Scophthalmidae","family"
"52903","Scophthalmus","genus"
"52904","Scophthalmus maximus","species"
"8407","Rana temporaria","species"
"3445","Ranunculus","genus"
"160674","Raoultella","genus"
"54291","Raoultella ornithinolytica","species"
"1873496","Raoultella sp.","species"
"223491","Parabuteo","genus"
"223492","Parabuteo unicinctus","species"
"10030","Cricetulus longicaudatus","species"
"527686","Myodes rufocanus","species"
"239728","Rattus rattus diardii","genome"
"153851","Disocactus","genus"
"1123916","Disocactus flagelliformis","species"
"30420","Corvus","genus"
"108826","Corvus coronoides","species"
"49202","Dermacentor marginatus","species"
"47083","Melilotus officinalis","species"
"1486407","Erysiphe trifoliorum","species"
"10008","Tamiasciurus","genus"
"10009","Tamiasciurus hudsonicus","species"
"10001","Sciurus","genus"
"55149","Sciurus vulgaris","species"
"49800","Cercis","genus"
"49801","Cercis canadensis","species"
"1208316","Hyporthodus","genus"
"232417","Hyporthodus septemfasciatus","species"
"15745","Phragmites","genus"
"29695","Phragmites australis","species"
"99299","Rehmannia","genus"
"99300","Rehmannia glutinosa","species"
"8728","Crotalus","genus"
"44709","Crotalus lepidus","species"
"135613","Chromatiales","order"
"1046","Chromatiaceae","family"
"67575","Rheinheimera","genus"
"1708203","Rheinheimera sp. BAL341","species"
"77218","Rhinolophus hipposideros","species"
"302411","Rhinolophus hildebrandti","species"
"519041","Rhinolophus simulator","species"
"379","Rhizobium","genus"
"28105","Sinorhizobium","genus"
"382","Sinorhizobium meliloti","species"
"29449","Rhizobium etli","species"
"526947","Rhizobium etli GR56","genome"
"347834","Rhizobium etli CFN 42","genome"
"56730","Rhizobium gallicum","species"
"384","Rhizobium leguminosarum","species"
"76351","Ceratobasidium cereale","species"
"456999","Rhizoctonia solani","species"
"125628","Ceratorhiza","genus"
"63189","Ceratorhiza oryzae-sativae","species"
"983506","Rhizoctonia solani AG-1 IA","genome"
"36750","Glomerales","order"
"36751","Glomeraceae","family"
"2483397","Oehlia","genus"
"118614","Oehlia diaphana","species"
"196978","Monotomidae","family"
"295919","Rhizophagus","genus"
"1129544","Rhizophagus","genus"
"588596","Rhizophagus irregularis","species"
"4875","Glomus","genus"
"1921602","Glomus sp.","species"
"1913635","Rhizophagus sp. (in: Fungi)","species"
"33844","Rhizosoleniales","order"
"33845","Rhizosoleniaceae","family"
"3004","Rhizosolenia","genus"
"3005","Rhizosolenia setigera","species"
"1060","Rhodobacter","genus"
"1062","Rhodobacter sp.","species"
"1061","Rhodobacter capsulatus","species"
"272942","Rhodobacter capsulatus SB 1003","genome"
"1414586","Rhodobacter capsulatus YW1","genome"
"43767","Rhodococcus equi","species"
"1829","Rhodococcus rhodochrous","species"
"37919","Rhodococcus opacus","species"
"4346","Rhododendron","genus"
"191528","Rhododendron maximum","species"
"28065","Rhodoferax","genus"
"2184758","Rhodoferax lacus","species"
"1100069","Bacteroidetes Order II. Incertae sedis","order"
"563843","Rhodothermaceae","family"
"29548","Rhodothermus","genus"
"29549","Rhodothermus marinus","species"
"34008","Rhodovulum","genus"
"34009","Rhodovulum sp.","species"
"1564506","Rhodovulum sp. P5","species"
"234031","Dendrobium philippinense","species"
"273650","Rhopalosiphum rufiabdominalis","species"
"117887","Rhinopristiformes","order"
"117879","Rhynchobatidae","family"
"117880","Rhynchobatus","genus"
"195333","Rhynchobatus djiddensis","species"
"132460","Rhynchosia","genus"
"132461","Rhynchosia minima","species"
"3802","Ribes americanum","species"
"4163","Digitalis","genus"
"49450","Digitalis lanata","species"
"50495","Rorippa","genus"
"65951","Rorippa amphibia","species"
"65952","Rorippa sylvestris","species"
"98005","Eutrema","genus"
"75806","Eutrema japonicum","species"
"3729","Sisymbrium","genus"
"203579","Sisymbrium loeselii","species"
"94399","Nephotettix","genus"
"94400","Nephotettix cincticeps","species"
"114194","Alopecurus aequalis","species"
"52841","Oryza sp.","species"
"4534","Oryza latifolia","species"
"4536","Oryza nivara","species"
"2762318","Weeksellaceae","family"
"34084","Riemerella","genus"
"34085","Riemerella anatipestifer","species"
"297284","Bos taurus x Bison bison","species"
"9832","Hippopotamus","genus"
"9915","Bos indicus","species"
"9933","Gazella","genus"
"242197","Tadarida brasiliensis mexicana","genome"
"270771","Molossus ater","species"
"105150","Neotoma micropus","species"
"41702","Alydidae","family"
"41703","Riptortus","genus"
"329032","Riptortus pedestris","species"
"2792002","Ochlerotatus sp.","species"
"1273083","Coquillettidia albicosta","species"
"2024539","Lutjaniformes","order"
"30840","Haemulidae","family"
"119374","Haemulon","genus"
"119718","Haemulon sciurus","species"
"30858","Oplegnathidae","family"
"163133","Oplegnathus","genus"
"163134","Oplegnathus fasciatus","species"
"71118","Scalopus","genus"
"71119","Scalopus aquaticus","species"
"465452","Neodon","genus"
"282341","Neodon clarkei","species"
"870526","Eothenomys inez","species"
"30648","Dipodidae","family"
"2776189","Orientallactaga","genus"
"234626","Orientallactaga sibirica","species"
"425033","Niviventer eha","species"
"129247","Apodemus draco","species"
"69074","Rattus flavipectus","species"
"83535","Lophuromys sikapusi","species"
"42416","Sigmodon mascotensis","species"
"37017","Oligoryzomys nigripes","species"
"399316","Necromys","genus"
"30635","Necromys lasiurus","species"
"162310","Calomys tener","species"
"3764","Rosa","genus"
"74645","Rosa rugosa","species"
"69077","Rattus andamanensis","species"
"74647","Rosa multiflora","species"
"36598","Rosa sp.","species"
"4447","Liliopsida","genome"
"71240","eudicotyledons","genome"
"128735","Rosa hybrid cultivar","species"
"2433","Roseobacter","genus"
"2434","Roseobacter denitrificans","species"
"375451","Roseobacter denitrificans OCh 114","genome"
"74030","Roseovarius","genus"
"314263","Roseovarius nubinhibens","species"
"56281","Anser rossii","species"
"1536428","Hipposideros cf. ruber","species"
"3980","Hevea","genus"
"3981","Hevea brasiliensis","species"
"48209","Rudbeckia","genus"
"52299","Rudbeckia hirta","species"
"186463","Ruditapes","genus"
"129788","Ruditapes philippinarum","species"
"1325874","Ixodes signatus","species"
"662560","Rusa","genus"
"1088130","Rusa timorensis","species"
"10089","Mus caroli","species"
"37189","Hippotragus niger","species"
"48867","Jaculus","genus"
"51337","Jaculus jaculus","species"
"61153","Arvicanthis","genus"
"61156","Arvicanthis niloticus","species"
"70830","Mastomys sp.","species"
"34735","Apoidea","genome"
"85010","Pseudonocardiales","order"
"2070","Pseudonocardiaceae","family"
"1851","Saccharomonospora","genus"
"33913","Saccharomonospora sp.","species"
"114524","Saccharomyces kudriavzevii","species"
"144305","Diadegma","genus"
"310001","Diadegma fenestrale","species"
"171968","Carnegiea","genus"
"171969","Carnegiea gigantea","species"
"9521","Saimiri sciureus","species"
"8784","Casuariiformes","order"
"8788","Dromaiidae","family"
"8789","Dromaius","genus"
"8790","Dromaius novaehollandiae","species"
"948951","Cingulata","order"
"9359","Dasypodidae","family"
"9159","Passer","genus"
"48849","Passer domesticus","species"
"61151","Aethomys","genus"
"332339","Salicola","genus"
"1905321","Salicola sp.","species"
"146918","Salinibacter","genus"
"146919","Salinibacter ruber","species"
"761659","Salinibacter ruber M8","genome"
"51366","Salinivibrio","genus"
"51367","Salinivibrio costicola","species"
"1886796","Salinivibrio sp.","species"
"1853220","Rhodothermaeota","phylum"
"1853222","Rhodothermia","class"
"1853224","Rhodothermales","order"
"2893042","Salisaetaceae","family"
"689697","Salisaeta","genus"
"1089709","Salisaeta sp. SP9-1","species"
"149539","Salmonella enterica subsp. enterica serovar Enteritidis","genome"
"594","Salmonella enterica subsp. enterica serovar Gallinarum","genome"
"108619","Salmonella enterica subsp. enterica serovar Newport","genome"
"611","Salmonella enterica subsp. enterica serovar Heidelberg","genome"
"2565028","Salmonella enterica subsp. enterica serovar Shubra","genome"
"58712","Salmonella enterica subsp. enterica serovar Anatum","genome"
"98360","Salmonella enterica subsp. enterica serovar Dublin","genome"
"340188","Salmonella enterica subsp. enterica serovar Cerro","genome"
"119912","Salmonella enterica subsp. enterica serovar Choleraesuis","genome"
"1299114","Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028","genome"
"54388","Salmonella enterica subsp. enterica serovar Paratyphi A","genome"
"192955","Salmonella enterica subsp. enterica serovar Kentucky","genome"
"48409","Salmonella enterica subsp. enterica serovar Virchow","genome"
"57743","Salmonella enterica subsp. enterica serovar Weltevreden","genome"
"90105","Salmonella enterica subsp. enterica serovar Saintpaul","genome"
"115981","Salmonella enterica subsp. enterica serovar Montevideo","genome"
"436295","Salmonella enterica subsp. enterica serovar Poona","genome"
"588858","Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S","genome"
"593905","Salmonella enterica subsp. enterica serovar Corvallis","genome"
"1331664","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,5,12:i:-","genome"
"272989","Salmonella enterica subsp. enterica serovar Enteritidis str. LK5","genome"
"59202","Salmonella enterica subsp. salamae","genome"
"59204","Salmonella enterica subsp. diarizonae","genome"
"149385","Salmonella enterica subsp. enterica serovar Hadar","genome"
"595","Salmonella enterica subsp. enterica serovar Infantis","genome"
"286783","Salmonella enterica subsp. enterica serovar Indiana","genome"
"605","Salmonella enterica subsp. enterica serovar Pullorum","genome"
"149387","Salmonella enterica subsp. enterica serovar Brandenburg","genome"
"211968","Salmonella enterica subsp. enterica serovar Albany","genome"
"8020","Oncorhynchus masou","species"
"8023","Oncorhynchus nerka","species"
"8033","Salvelinus","genus"
"8040","Salvelinus namaycush","species"
"21880","Salvia","genus"
"28513","Salvia divinorum","species"
"49212","Salvia hispanica","species"
"662561","Rusa unicolor","species"
"46955","Anopheles pseudopunctipennis","species"
"41827","Culicoidea","genome"
"34883","Callorhinus","genus"
"34884","Callorhinus ursinus","species"
"34857","Hylomyscus","genus"
"337584","Hylomyscus simus","species"
"30875","Terapontidae","family"
"214430","Scortum","genus"
"214431","Scortum barcoo","species"
"36161","Gerridae","family"
"163059","Sarcochilus","genus"
"331240","Sarcochilus hartmannii","species"
"4090","Nicotiana glauca","species"
"2732406","Kitrinoviricota","phylum"
"2732463","Tolucaviricetes","class"
"2732548","Tolivirales","order"
"39738","Tombusviridae","family"
"12054","unidentified tobacco necrosis virus","species"
"5719","Parabasalia","phylum"
"37104","Trichomonadida","order"
"181550","Trichomonadidae","family"
"5721","Trichomonas","genus"
"5722","Trichomonas vaginalis","species"
"55188","Citrus unshiu","species"
"237951","Viburnum odoratissimum","species"
"233880","Phyllanthaceae","family"
"212320","Sauropus","genus"
"283133","Sauropus androgynus","species"
"34621","Dermacentor variabilis","species"
"766764","Debaryomycetaceae","family"
"766733","Scheffersomyces","genus"
"45512","Scheffersomyces segobiensis","species"
"46414","Schefflera","genus"
"3594","Schlumbergera","genus"
"2895726","Neosciurus","genus"
"30640","Neosciurus carolinensis","species"
"467175","Sclerophthora","genus"
"467176","Sclerophthora macrospora","species"
"5179","Sclerotinia","genus"
"38451","Sclerotinia minor","species"
"352851","Sclerotinia nivalis","species"
"5180","Sclerotinia sclerotiorum","species"
"56487","Thelephorales","order"
"68808","Typhulaceae","family"
"109384","Sclerotium","genus"
"5566","Sclerotium hydrophilum","species"
"90363","Scrophularia nodosa","species"
"391180","Enhydra lutris kenyoni","genome"
"7588","Asteroidea","class"
"271025","Phoca vitulina richardii","genome"
"9367","Atelerix","genus"
"9368","Atelerix albiventris","species"
"158617","Quelea","genus"
"170865","Halcyon","genus"
"189247","Senecio scandens","species"
"28828","Solea","genus"
"28829","Solea senegalensis","species"
"613","Serratia","genus"
"615","Serratia marcescens","species"
"104623","Serratia sp. ATCC 39006","species"
"616","Serratia sp.","species"
"61652","Serratia rubidaea","species"
"2798467","Sea","genus"
"3894","Sesbania","genus"
"206309","Sesbania grandiflora","species"
"1912919","Termitoidae","genome"
"28911","Allium cepa var. aggregatum","genome"
"35875","Allium fistulosum","species"
"45449","Chrysomya","genus"
"115424","Chrysomya megacephala","species"
"6913","Araneidae","family"
"258337","Neoscona","genus"
"258338","Neoscona nautica","species"
"33259","Toxocaridae","family"
"6264","Toxocara","genus"
"8859","Chloephaga","genus"
"267890","Shewanellaceae","family"
"22","Shewanella","genus"
"24","Shewanella putrefaciens","species"
"50422","Shewanella sp.","species"
"1386772","Shewanella sp. 4","species"
"1386773","Shewanella sp. 40","species"
"1386774","Shewanella sp. 41","species"
"1386775","Shewanella sp. 44","species"
"1386776","Shewanella sp. 49","species"
"621","Shigella boydii","species"
"668369","Escherichia coli DH5[alpha]","genome"
"625","Shigella sp.","species"
"42897","Shigella flexneri 2a","genome"
"8526","Tiliqua","genus"
"8527","Tiliqua rugosa","species"
"7940","Anguilla australis","species"
"6657","Crustacea","genome"
"30079","Cimex","genus"
"757355","Cimex hemipterus","species"
"7201","Psychoda","genus"
"114594","Psychoda alternata","species"
"7516","Neuroptera","order"
"7520","Chrysopidae","family"
"393334","Abraxas","genus"
"691691","Acharia","genus"
"37180","Budorcas","genus"
"37181","Budorcas taxicolor","species"
"155054","Budorcas taxicolor tibetana","genome"
"64463","Sicyoniidae","family"
"64464","Sicyonia","genus"
"290332","Sicyonia brevirostris","species"
"6658","Branchiopoda","class"
"84337","Diplostraca","order"
"77654","Sididae","family"
"77655","Sida","genus"
"108382","Sida urens","species"
"108361","Sida ciliaris","species"
"108362","Sida cordifolia","species"
"1610815","Abelmoschus tuberculatus","species"
"183075","Sigesbeckia","genus"
"371450","Sigesbeckia glabrescens","species"
"187179","Neriene","genus"
"1698887","Neriene litigiosa","species"
"92741","Ornithodoros coriaceus","species"
"7742","Vertebrata","genome"
"9549","Macaca sp.","species"
"9597","Pan paniscus","species"
"9528","Cercopithecinae","genome"
"36225","Cercopithecus mitis","species"
"9602","Pongo pygmaeus pygmaeus","genome"
"542827","Rhinopithecus","genus"
"61622","Rhinopithecus roxellana","species"
"314293","Simiiformes","genome"
"36226","Cercopithecus mona","species"
"3728","Sinapis alba","species"
"203262","Epinephelus tauvina","species"
"1449788","Sinorhizobium sp. LM21","species"
"54049","Stercorariidae","family"
"54057","Stercorarius","genus"
"395889","Stercorarius maccormicki","species"
"30541","Conepatus","genus"
"30543","Conepatus leuconotus","species"
"30546","Mephitis","genus"
"30548","Mephitis mephitis","species"
"9461","Lorisidae","family"
"9469","Nycticebus","genus"
"9470","Nycticebus coucang","species"
"8516","Iguana","genus"
"8690","Viperinae","genome"
"42188","Daboia","genus"
"8707","Daboia russelii","species"
"201800","Pantherophis","genus"
"94885","Pantherophis guttatus","species"
"166751","Gobiosoma","genus"
"203314","Gobiosoma bosc","species"
"2812006","Bruguierivoracaceae","family"
"84565","Sodalis","genus"
"63612","Sodalis glossinidius","species"
"343509","Sodalis glossinidius str. 'morsitans'","genome"
"1033978","Plectosphaerellaceae","family"
"1401161","Sodiomyces","genus"
"1302862","Sodiomyces alkalinus","species"
"34907","Trionychidae","family"
"204969","Pelodiscus","genus"
"13735","Pelodiscus sinensis","species"
"113102","Sogatella","genus"
"113103","Sogatella furcifera","species"
"85267","Solanum nodiflorum","species"
"1926302","Nicotiana x edwardsonii","species"
"3896","Sophora","genus"
"200492","Sophora alopecuroides","species"
"693891","Erysiphe palczewskii","species"
"62895","Sorex coronatus","species"
"128810","Saccharum hybrid cultivar","species"
"53549","Sabethini","genome"
"9714","Mirounga","genus"
"9715","Mirounga leonina","species"
"192627","Cenchrus flaccidus","species"
"4609","Cyperaceae","family"
"4610","Cyperus","genus"
"1249733","Cyperus serotinus","species"
"6301","Heteroderidae","family"
"34509","Heterodera","genus"
"51029","Heterodera glycines","species"
"15853","Spartina","genus"
"66738","Diplodia sapinea","species"
"9240","Spheniscus humboldti","species"
"204457","Sphingomonadales","order"
"41297","Sphingomonadaceae","family"
"165695","Sphingobium","genus"
"2021637","Sphingobium sp. IP1","species"
"13687","Sphingomonas","genus"
"13689","Sphingomonas paucimobilis","species"
"42208","Segestriidae","family"
"32266","Segestria","genus"
"1686703","Segestria pacifica","species"
"53714","Acmella","genus"
"912614","Acmella paniculata","species"
"156849","Gasteracantha","genus"
"472970","Gasteracantha cancriformis","species"
"23224","Spiraea","genus"
"38214","Spiranthes","genus"
"78845","Spiranthes cernua","species"
"186328","Entomoplasmatales","order"
"2131","Spiroplasmataceae","family"
"2132","Spiroplasma","genus"
"2134","Spiroplasma melliferum","species"
"634468","Escherichia coli HB101","genome"
"2133","Spiroplasma citri","species"
"47834","Spiroplasma kunkelii","species"
"30095","Membracidae","family"
"30096","Spissistilus","genus"
"30097","Spissistilus festinus","species"
"134406","Spodoptera exempta","species"
"69820","Spodoptera litura","species"
"503349","Aedes circumluteolus","species"
"38730","Sporobolus","genus"
"89079","Claytonia virginica","species"
"2732004","Varidnaviria","clade"
"2732007","Nucleocytoviricota","phylum"
"2732523","Megaviricetes","class"
"2732554","Imitervirales","order"
"549779","Mimiviridae","family"
"1191197","Mamavirus AC-2012","species"
"33553","Sciuromorpha","genome"
"27679","Saimiri boliviensis","species"
"39432","Saimiri boliviensis boliviensis","genome"
"39255","Stachytarpheta","genus"
"634377","Stachytarpheta jamaicensis","species"
"93062","Staphylococcus aureus subsp. aureus COL","genome"
"1282","Staphylococcus epidermidis","species"
"176279","Staphylococcus epidermidis RP62A","genome"
"1283","Staphylococcus haemolyticus","species"
"561307","Staphylococcus aureus subsp. aureus RN4220","genome"
"93061","Staphylococcus aureus subsp. aureus NCTC 8325","genome"
"1334189","Staphylococcus aureus HIP07256","genome"
"29387","Staphylococcus sp.","species"
"158879","Staphylococcus aureus subsp. aureus N315","genome"
"426430","Staphylococcus aureus subsp. aureus str. Newman","genome"
"29385","Staphylococcus saprophyticus","species"
